P,S,Q,PF
844.196,1166.74,805.37,0.723549
1.79238,4.84214,4.49819,1.#QNAN
1.5478,5.54793,5.32765,1.#QNAN
1.79986,4.90579,4.56369,1.#QNAN
1.61472,4.82922,4.55127,1.#QNAN
1.6218,4.55139,4.25263,1.#QNAN
1.91053,5.03284,4.65611,1.#QNAN
1.52373,5.63268,5.42266,1.#QNAN
1.74959,5.45189,5.16353,1.#QNAN
1.73804,5.21091,4.91251,1.#QNAN
1.57086,4.56737,4.28874,1.#QNAN
1.73414,4.59559,4.25585,1.#QNAN
1.54435,4.93279,4.6848,1.#QNAN
1.74852,5.20319,4.9006,1.#QNAN
1.68674,5.59703,5.33682,1.#QNAN
1.59497,5.00119,4.74004,1.#QNAN
1.78533,5.06639,4.7414,1.#QNAN
1.63727,5.19968,4.93518,1.#QNAN
1.68762,4.75388,4.44424,1.#QNAN
1.63723,5.01353,4.73867,1.#QNAN
1.81305,5.21848,4.8934,1.#QNAN
1.6133,5.96308,5.7407,1.#QNAN
1.51154,5.07848,4.84832,1.#QNAN
1.54609,4.21403,3.92016,1.#QNAN
1.85817,4.64647,4.25875,1.#QNAN
1.75322,4.35036,3.98144,1.#QNAN
1.76167,4.95735,4.63377,1.#QNAN
1.67988,4.96941,4.67686,1.#QNAN
1.77523,4.59554,4.23881,1.#QNAN
1.61269,4.5901,4.29747,1.#QNAN
1.74691,4.24886,3.87313,1.#QNAN
1.82202,4.31856,3.91537,1.#QNAN
1.50267,5.79691,5.59876,1.#QNAN
1.80285,4.62268,4.25663,1.#QNAN
1.60994,5.39876,5.15312,1.#QNAN
1.72536,4.78093,4.45874,1.#QNAN
1.574,4.83921,4.57608,1.#QNAN
1.53251,4.50257,4.23374,1.#QNAN
1.68106,5.13992,4.85724,1.#QNAN
1.91838,5.27147,4.91001,1.#QNAN
1.52819,5.16724,4.93609,1.#QNAN
1.70546,6.0061,5.75887,1.#QNAN
1.78822,4.53662,4.16931,1.#QNAN
1.65557,4.76075,4.46361,1.#QNAN
1.76469,4.7586,4.41929,1.#QNAN
1.52673,5.035,4.79795,1.#QNAN
1.91474,4.46143,4.02966,1.#QNAN
1.53276,5.33758,5.11277,1.#QNAN
1.75198,5.14241,4.83476,1.#QNAN
1.38633,4.62226,4.40947,1.#QNAN
1.77165,5.58269,5.29412,1.#QNAN
2.07502,4.74793,4.27049,1.#QNAN
1.57369,5.49478,5.26461,1.#QNAN
1080.01,1314.39,749.119,-0.821687
1582.1,1582.18,16.1941,0.999948
1581.97,1581.94,0,1
1580.95,1581.01,13.537,0.999963
1580.04,1580.02,0,1
1580.31,1580.22,0,1
316.6,713.463,639.37,0.443751
1.65534,5.29605,5.0307,1.#QNAN
1.56249,5.09723,4.85184,1.#QNAN
1.88978,5.21971,4.8656,1.#QNAN
1.73309,4.08472,3.69884,1.#QNAN
1.69865,4.26964,3.9172,1.#QNAN
1.51183,4.7771,4.53157,1.#QNAN
1.80546,4.99224,4.65433,1.#QNAN
1.50068,5.23873,5.01919,1.#QNAN
1.5838,4.15956,3.84623,1.#QNAN
1.66216,4.97843,4.69276,1.#QNAN
1.51446,6.29402,6.1091,1.#QNAN
1.51153,4.84336,4.60146,1.#QNAN
1.43569,4.03195,3.76768,1.#QNAN
1.74775,5.20805,4.90603,1.#QNAN
1.41393,4.49612,4.26801,1.#QNAN
1.57625,4.37153,4.07747,1.#QNAN
1.69941,4.85443,4.54725,1.#QNAN
1.68513,4.86824,4.56729,1.#QNAN
1.33358,4.74635,4.55515,1.#QNAN
1.56524,4.81373,4.55215,1.#QNAN
1.82437,5.01068,4.66675,1.#QNAN
1.42935,5.59878,5.41326,1.#QNAN
1.63305,5.98866,5.76171,1.#QNAN
1.97356,4.60117,4.15642,1.#QNAN
1.79341,4.91918,4.58062,1.#QNAN
1.64024,5.92459,5.69302,1.#QNAN
1.42107,4.7791,4.56293,1.#QNAN
1.61548,4.43804,4.13358,1.#QNAN
1.60776,4.96378,4.69619,1.#QNAN
1.61779,4.92743,4.65428,1.#QNAN
1.41417,5.0038,4.79981,1.#QNAN
1.45789,4.73615,4.50618,1.#QNAN
1.83595,4.36405,3.95907,1.#QNAN
1.80826,5.01066,4.673,1.#QNAN
1.60052,4.59095,4.30292,1.#QNAN
1.71972,4.49002,4.14763,1.#QNAN
1.68597,5.7984,5.54788,1.#QNAN
1.80108,5.66764,5.37385,1.#QNAN
1.63358,4.43931,4.12782,1.#QNAN
2.10312,5.06268,4.60517,1.#QNAN
1.82153,4.36828,3.97038,1.#QNAN
1.71354,4.29456,3.9379,1.#QNAN
1.78125,5.3828,5.07953,1.#QNAN
1.45531,4.95936,4.74103,1.#QNAN
1.56167,4.78697,4.52507,1.#QNAN
1.87302,5.62669,5.3058,1.#QNAN
318.374,715.438,640.695,-0.445006
1579.03,1579.08,12.4399,0.999969
1578.41,1578.45,11.1355,0.999975
1578.43,1578.42,0,1
1579.73,1579.79,13.9014,0.999961
1530.68,1554.56,271.442,0.984638
0.93578,37.5856,37.5739,1.#QNAN
1.36322,4.35937,4.14074,1.#QNAN
1.77468,4.44324,4.07343,1.#QNAN
1.75891,5.08869,4.77504,1.#QNAN
1.79756,5.30249,4.98851,1.#QNAN
1.68921,5.47467,5.20755,1.#QNAN
1.8093,4.27218,3.87013,1.#QNAN
1.58453,4.60449,4.32326,1.#QNAN
1.86435,4.83354,4.45952,1.#QNAN
1.73165,4.71421,4.38465,1.#QNAN
1.71645,4.47842,4.13643,1.#QNAN
1.46321,5.12948,4.91636,1.#QNAN
1.56369,5.11736,4.87261,1.#QNAN
1.39627,4.70833,4.49654,1.#QNAN
1.52274,4.43656,4.16705,1.#QNAN
1.58489,5.57549,5.34548,1.#QNAN
1.40008,4.59216,4.37352,1.#QNAN
1.53178,4.75599,4.50257,1.#QNAN
1.61972,5.8471,5.61828,1.#QNAN
1.61005,4.90245,4.63052,1.#QNAN
1.65871,5.84292,5.60253,1.#QNAN
1.53328,4.57777,4.31335,1.#QNAN
1.53474,5.25353,5.02435,1.#QNAN
1.77897,5.15558,4.83893,1.#QNAN
1.74913,6.06443,5.8067,1.#QNAN
1.77675,5.52005,5.22629,1.#QNAN
1.53815,4.76892,4.51405,1.#QNAN
1.9204,4.92387,4.53394,1.#QNAN
1.69208,4.81806,4.51116,1.#QNAN
1.61451,4.52457,4.22671,1.#QNAN
1.76465,4.71313,4.37031,1.#QNAN
1.92624,4.5777,4.15271,1.#QNAN
1.64135,4.79847,4.50902,1.#QNAN
1.58288,5.33262,5.09228,1.#QNAN
