P,S,Q,PF
619.645,641.341,165.403,-0.966171
619.062,640.712,165.147,-0.96621
619.123,640.714,164.927,-0.966302
619.556,641.093,164.775,-0.966406
619.818,641.413,165.036,-0.966332
619.123,640.661,164.72,-0.966382
619.419,640.913,164.589,-0.966464
619.338,641.204,166.021,-0.965899
618.854,640.589,165.451,-0.96607
618.984,640.621,165.087,-0.966225
619.417,641.181,165.638,-0.966056
619.311,641.056,165.551,-0.966079
618.791,640.516,165.402,-0.966083
619.636,641.165,164.752,-0.966423
619.551,641.201,165.211,-0.966236
619.044,640.625,164.878,-0.966313
619.442,640.851,164.262,-0.966592
619.573,641.123,164.827,-0.966387
619.257,640.536,163.727,-0.96678
618.983,640.378,164.143,-0.966591
619.859,641.184,163.987,-0.966741
619.518,641.075,164.847,-0.966374
619.344,640.868,164.698,-0.966414
620.079,641.484,164.327,-0.966632
620.408,641.872,164.601,-0.96656
620.892,642.39,164.795,-0.966535
620.191,641.787,165.086,-0.966351
621.117,642.599,164.765,-0.96657
620.936,642.636,165.586,-0.966234
620.238,641.849,165.152,-0.96633
620.417,641.897,164.666,-0.966536
621.16,642.589,164.562,-0.966652
621.138,642.801,165.471,-0.966299
620.723,642.073,164.196,-0.966749
621.103,642.378,163.953,-0.966881
621.365,642.835,164.749,-0.966601
621.109,642.552,164.609,-0.966629
620.506,641.801,163.954,-0.96682
621.365,642.571,163.714,-0.966999
621.797,643.277,164.846,-0.966608
621.263,642.482,163.755,-0.966973
620.234,641.332,163.146,-0.967103
621.387,642.47,163.237,-0.967184
621.723,643.023,164.131,-0.966875
621.546,642.576,163.049,-0.967272
621.866,642.866,162.97,-0.967334
622.096,643.402,164.204,-0.966885
621.827,643.172,164.32,-0.966813
621.144,642.231,163.221,-0.967165
622.085,643.084,162.994,-0.967347
622.27,643.654,164.531,-0.966777
622.16,643.414,164.007,-0.966967
622.353,643.553,163.822,-0.967057
622.799,643.982,163.808,-0.967108
623.286,644.899,165.556,-0.966487
622.816,644.398,165.377,-0.966508
622.772,644.284,165.096,-0.966611
623.177,644.638,164.953,-0.966707
622.81,644.527,165.902,-0.966305
622.517,643.989,164.905,-0.966659
622.963,644.252,164.251,-0.966955
623.464,644.914,164.945,-0.966739
623.456,645.082,165.632,-0.966475
623.038,644.535,165.073,-0.966647
623.337,644.68,164.507,-0.966895
623.468,644.994,165.244,-0.966625
623.628,645.316,165.894,-0.966392
622.789,644.466,165.742,-0.966364
623.311,644.782,165.007,-0.9667
623.647,645.424,166.245,-0.966258
623.009,644.639,165.588,-0.966446
623.197,644.74,165.275,-0.966586
623.719,645.111,164.75,-0.96684
624.002,645.781,166.296,-0.966275
624.16,645.579,164.914,-0.966822
623.95,645.451,165.207,-0.966689
624.672,645.993,164.594,-0.966996
624.806,646.26,165.132,-0.966804
624.538,645.754,164.166,-0.967145
625.038,646.249,164.211,-0.967178
625.574,646.838,164.488,-0.967126
625.445,646.965,165.475,-0.966737
624.945,646.286,164.711,-0.966978
624.896,646.12,164.245,-0.967151
625.125,646.329,164.193,-0.967194
624.803,646.255,165.127,-0.966805
624.403,645.746,164.649,-0.966948
624.701,645.919,164.194,-0.967151
625.345,646.557,164.253,-0.967193
625.854,647.184,164.784,-0.967042
625.563,646.848,164.571,-0.967094
625.604,646.82,164.303,-0.9672
626.208,647.563,164.927,-0.967023
626.146,647.488,164.872,-0.967038
625.468,646.701,164.354,-0.967167
625.81,647.043,164.395,-0.967185
626.025,647.334,164.723,-0.967082
625.951,647.251,164.679,-0.967092
625.551,646.873,164.712,-0.967039
626.361,647.66,164.729,-0.967113
626.379,647.65,164.618,-0.967158
626.162,647.711,165.685,-0.96673
625.559,646.924,164.882,-0.966975
626.46,647.809,164.94,-0.967043
626.57,648.018,165.339,-0.966902
626.2,647.643,165.27,-0.966892
625.619,647.073,165.242,-0.966844
625.52,646.899,164.935,-0.966951
625.156,646.61,165.183,-0.96682
624.704,646.18,165.207,-0.966765
623.665,644.921,164.21,-0.967041
623.962,645.198,164.17,-0.967086
624.514,645.752,164.252,-0.96711
625.029,646.213,164.106,-0.967217
624.809,645.755,163.132,-0.967565
625.784,646.626,162.848,-0.967768
