P,S,Q,PF
106.47,174.331,138.042,0.610734
106.452,174.171,137.854,0.611192
106.466,174.186,137.861,0.611221
106.522,174.384,138.069,0.610844
106.44,174.491,138.266,0.610002
106.254,174.248,138.103,0.609785
106.288,174.567,138.479,0.608865
106.069,174.478,138.535,0.607921
106.09,174.433,138.462,0.608199
106.096,174.412,138.431,0.608305
106.011,174.25,138.292,0.608387
106.201,174.195,138.077,0.609668
106.045,174.098,138.074,0.609114
106.065,174.164,138.143,0.608993
106.186,174.281,138.197,0.609282
106.227,174.459,138.39,0.608895
106.146,174.384,138.358,0.608691
106.251,174.419,138.32,0.609173
106.084,174.42,138.45,0.608214
106.164,174.421,138.391,0.608661
105.897,174.277,138.414,0.607636
106.148,174.458,138.449,0.608444
106.087,174.648,138.735,0.607435
106.201,174.717,138.735,0.607848
106.092,174.444,138.474,0.608175
106.115,174.502,138.531,0.608099
106.128,174.678,138.742,0.607563
106.153,174.568,138.584,0.608089
106.25,174.641,138.602,0.60839
106.111,174.453,138.472,0.60825
106.176,174.903,138.989,0.607055
105.925,174.559,138.747,0.606813
105.942,174.652,138.851,0.606588
106.024,174.524,138.628,0.6075
106.084,174.665,138.758,0.607358
106.081,174.564,138.634,0.607691
106.058,174.634,138.74,0.607315
105.874,174.396,138.581,0.607086
105.845,174.423,138.637,0.606828
105.84,174.607,138.871,0.606165
105.793,174.323,138.551,0.606879
105.695,174.133,138.386,0.60698
105.851,174.297,138.474,0.607302
105.899,174.376,138.536,0.607302
105.997,174.38,138.467,0.607848
106.002,174.585,138.721,0.607167
106.041,174.759,138.91,0.606785
106.018,174.651,138.792,0.607027
105.907,174.686,138.92,0.60627
105.884,174.602,138.833,0.606429
105.97,174.793,139.006,0.606262
105.933,174.808,139.054,0.605994
105.888,174.789,139.064,0.605809
105.759,174.736,139.096,0.605251
105.677,174.596,138.983,0.605263
105.621,174.317,138.675,0.605914
105.505,174.375,138.835,0.605048
105.64,174.509,138.902,0.605351
105.792,174.739,139.075,0.605428
105.701,174.632,139.009,0.605278
105.758,174.472,138.765,0.606162
105.576,174.278,138.659,0.605794
105.555,174.409,138.84,0.605219
105.646,174.386,138.742,0.605816
105.701,174.646,139.026,0.605234
105.667,174.493,138.86,0.605568
