P,S,Q,PF
1756.9,1757.18,31.4722,0.99984
1757.16,1757.41,30.1828,0.999853
1755.45,1755.74,32.039,0.999833
1758.76,1759.07,33.0379,0.999824
1758.83,1759.14,32.9052,0.999825
1760.01,1760.34,34.2199,0.999811
1759.84,1760.14,32.9317,0.999825
1761.49,1761.78,31.9061,0.999836
1760.46,1760.79,34.3766,0.999809
1761.19,1761.53,34.8066,0.999805
1761.82,1762.18,35.4894,0.999797
1762.62,1762.89,31.1729,0.999844
1763.61,1763.97,35.6966,0.999795
1761.96,1762.31,35.5528,0.999797
1762.08,1762.4,33.5298,0.999819
1759.35,1759.72,36.3834,0.999786
1759.14,1759.4,30.4426,0.99985
1758.87,1759.16,31.6188,0.999838
1758.22,1758.54,33.6378,0.999817
1758.92,1759.19,30.422,0.99985
1758.98,1759.34,35.616,0.999795
1760.4,1760.61,27.1892,0.999881
1759.44,1759.76,33.7157,0.999816
1759.22,1759.55,33.8194,0.999815
1760.57,1760.9,33.6229,0.999818
1759.25,1759.63,36.476,0.999785
1760.21,1760.49,31.4325,0.999841
1761.08,1761.38,32.2219,0.999833
1760.6,1760.88,31.5793,0.999839
1761.13,1761.43,32.6535,0.999828
1757.38,1757.71,34.3184,0.999809
1759.6,1759.84,29.0474,0.999864
1759.59,1759.89,32.4538,0.99983
1760.3,1760.63,33.6526,0.999817
1759.88,1760.21,34.0551,0.999813
1759.87,1760.17,32.4538,0.99983
1760.29,1760.63,34.4891,0.999808
1760.99,1761.36,36.2491,0.999788
1760.39,1760.64,29.8035,0.999857
1758.29,1758.56,30.9152,0.999846
1756.29,1756.67,36.3765,0.999786
1756.62,1756.98,35.6371,0.999794
1756.04,1756.32,31.682,0.999837
1754.79,1755.08,31.9296,0.999835
1758.16,1758.49,33.9374,0.999814
1757.45,1757.76,33.1889,0.999822
1758.67,1758.92,29.7237,0.999857
1757.83,1758.07,28.5,0.999869
1758.37,1758.69,33.3467,0.99982
1757.54,1757.87,34.3839,0.999809
1757.95,1758.2,30.104,0.999853
1759.2,1759.55,34.8533,0.999804
1759.5,1759.85,34.9714,0.999803
1760.68,1761.07,36.868,0.999781
1760.99,1761.28,31.7254,0.999838
1757.56,1757.82,30.5859,0.999849
1757.43,1757.73,32.4191,0.99983
1760.55,1760.86,33.4141,0.99982
1760.36,1760.66,32.6803,0.999828
1757.14,1757.42,31.4126,0.99984
1758.66,1759.01,35.1639,0.9998
1760.06,1760.41,35.3765,0.999798
1761.19,1761.46,30.9354,0.999846
1760.27,1760.55,31.7726,0.999837
1761.22,1761.56,34.9142,0.999804
1760.64,1761.01,35.7386,0.999794
1759.85,1760.22,35.7666,0.999794
1760.51,1760.79,31.4921,0.99984
1760.81,1761.14,34.1906,0.999812
1760.04,1760.39,35.4048,0.999798
1761.42,1761.73,33.0643,0.999824
1760.79,1761.08,32.0195,0.999835
1760.59,1760.96,36.1905,0.999789
1760.33,1760.61,31.5119,0.99984
1760.34,1760.65,33.2566,0.999822
1760.38,1760.69,32.7872,0.999827
1760.56,1760.98,38.1182,0.999766
1760.89,1761.19,32.6152,0.999829
1758.91,1759.2,31.957,0.999835
1760.43,1760.78,35.327,0.999799
1758.8,1759.1,32.3535,0.999831
1754.85,1755.22,36.4623,0.999784
1755.18,1755.46,31.213,0.999842
1757.57,1757.91,34.7131,0.999805
1757.82,1758.13,32.9469,0.999824
1758.11,1758.44,33.9301,0.999814
1758.07,1758.29,27.7804,0.999875
1759.03,1759.37,34.4601,0.999808
1758.62,1758.95,34.0808,0.999812
